mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
2	2	3/8	3/8	2/4	2	1	1/8	1/8	1.0		5	59		27
2	2	3/8	3/8	2/4	1	2	1/8	1/8	1.0		2	62		23
2	2	3/8	3/8	2/4	1	1	1/8	1/8	1.0		5	71		17
3	3	0	0	2/4	2	1	1/8	1/8	1.0		5	47		38
3	3	0	0	2/4	1	2	1/16	1/16	1.0		2	86		32
3	3	0	0	2/4	1	1	1/8	1/8	1.0		6	90		28
3	3	1/16	1/16	2/4	1	2	1/16	1/16	1.0		7	85		33
3	3	1/8	1/8	2/4	2	1	1/8	1/8	1.0		6	54		39
3	3	1/8	1/8	2/4	2	1	1/8	1/8	1.0		5	59		39
3	3	1/8	1/8	2/4	2	1	1/8	1/8	1.0		2	62		39
3	3	1/8	1/8	2/4	1	2	1/16	1/16	1.0		5	83		34
3	3	1/8	1/8	2/4	1	1	1/8	1/8	1.0		2	86		29
3	3	3/16	3/16	2/4	1	2	1/16	1/16	1.0		10	82		35
3	3	1/4	1/4	2/4	2	1	1/8	1/8	1.0		5	47		40
3	3	1/4	1/4	2/4	1	2	1/8	1/8	1.0		5	83		36
3	3	1/4	1/4	2/4	1	1	1/8	1/8	1.0		2	86		30
3	3	3/8	3/8	2/4	2	1	1/8	1/8	1.0		6	54		41
3	3	3/8	3/8	2/4	2	1	1/8	1/8	1.0		5	59		41
3	3	3/8	3/8	2/4	2	1	1/8	1/8	1.0		2	62		41
3	3	3/8	3/8	2/4	1	2	1/8	1/8	1.0		5	83		37
3	3	3/8	3/8	2/4	1	1	1/8	1/8	1.0		2	86		31
4	4	0	0	2/4	2	1	1/8	1/8	1.0		5	47		50
4	4	0	0	2/4	1	2	1/16	1/16	1.0		10	82		45
4	4	0	0	2/4	1	1	1/8	1/8	1.0		7	85		42
4	4	1/16	1/16	2/4	1	2	1/16	1/16	1.0		1	79		46
4	4	1/8	1/8	2/4	2	1	1/8	1/8	1.0		6	54		51
4	4	1/8	1/8	2/4	2	1	1/8	1/8	1.0		10	58		51
4	4	1/8	1/8	2/4	2	1	1/8	1/8	1.0		7	61		51
4	4	1/8	1/8	2/4	1	2	1/16	1/16	1.0		6	78		47
4	4	1/8	1/8	2/4	1	1	1/8	1/8	1.0		10	82		43
4	4	3/16	3/16	2/4	1	2	1/16	1/16	1.0		4	76		48
4	4	1/4	1/4	2/4	2	1	1/8	1/8	1.0		5	47		52
4	4	1/4	1/4	2/4	1	2	1/8	1/8	1.0		2	74		49
4	4	1/4	1/4	2/4	1	1	1/8	1/8	1.0		5	83		44
4	4	3/8	3/8	2/4	2	1	1/8	1/8	1.0		6	54		53
4	4	3/8	3/8	2/4	2	1	1/8	1/8	1.0		5	59		53
4	4	3/8	3/8	2/4	2	1	1/8	1/8	1.0		2	62		53
5	5	0	0	2/4	2	1	1/8	1/8	1.0		2	50		64
5	5	0	0	2/4	2	1	1/8	1/8	1.0		3	57		64
5	5	0	0	2/4	2	1	1/8	1/8	1.0		2	62		64
5	5	0	0	2/4	1	2	1/8	1/8	1.0		6	66		60
5	5	0	0	2/4	1	1	1/16	1/16	1.0		6	78		54
5	5	1/16	1/16	2/4	1	1	1/16	1/16	1.0		4	76		55
5	5	1/8	1/8	2/4	2	1	1/8	1/8	1.0		2	50		65
5	5	1/8	1/8	2/4	2	1	1/8	1/8	1.0		3	57		65
5	5	1/8	1/8	2/4	2	1	1/8	1/8	1.0		2	62		65
5	5	1/8	1/8	2/4	1	2	1/8	1/8	1.0		6	66		61
5	5	1/8	1/8	2/4	1	1	1/16	1/16	1.0		2	74		56
5	5	3/16	3/16	2/4	1	1	1/16	1/16	1.0		7	73		57
5	5	1/4	1/4	2/4	2	1	1/8	1/8	1.0		6	54		66
5	5	1/4	1/4	2/4	2	1	1/8	1/8	1.0		2	62		66
5	5	1/4	1/4	2/4	1	2	1/8	1/8	1.0		3	69		62
5	5	1/4	1/4	2/4	1	1	1/8	1/8	1.0		2	74		58
5	5	3/8	3/8	2/4	2	1	1/8	1/8	1.0		6	54		67
5	5	3/8	3/8	2/4	2	1	1/8	1/8	1.0		2	62		67
5	5	3/8	3/8	2/4	1	2	1/8	1/8	1.0		3	69		63
5	5	3/8	3/8	2/4	1	1	1/8	1/8	1.0		2	74		59
6	6	0	0	2/4	2	1	1/8	1/8	1.0		3	45		71
6	6	0	0	2/4	2	1	1/8	1/8	1.0		3	57		71
6	6	0	0	2/4	1	1	1/8	1/8	1.0		3	69		68
6	6	0	0	2/4	1	1	1/8	1/8	1.0		7	73		68
6	6	0	0	2/4	1	1	1/8	1/8	1.0		4	76		68
6	6	1/8	1/8	2/4	2	1	1/8	1/8	1.0		3	45		72
6	6	1/8	1/8	2/4	2	1	1/8	1/8	1.0		3	57		72
6	6	1/8	1/8	2/4	1	1	1/8	1/8	1.0		3	69		69
6	6	1/8	1/8	2/4	1	1	1/8	1/8	1.0		7	73		69
6	6	1/8	1/8	2/4	1	1	1/8	1/8	1.0		4	76		69
6	6	1/4	1/4	2/4	2	1	1/4	1/4	1.0		3	33		73
6	6	1/4	1/4	2/4	2	1	1/4	1/4	1.0		3	45		73
6	6	1/4	1/4	2/4	1	1	1/4	1/4	1.0		3	69		70
6	6	1/4	1/4	2/4	1	1	1/4	1/4	1.0		7	73		70
6	6	1/4	1/4	2/4	1	1	1/4	1/4	1.0		4	76		70
6	6	1/4	1/4	2/4	1	1	1/4	1/4	1.0		3	81		70
7	7	0	0	2/4	2	1	1/8	1/8	1.0		2	50		84
7	7	0	0	2/4	2	1	1/8	1/8	1.0		3	57		84
7	7	0	0	2/4	2	1	1/8	1/8	1.0		2	62		84
7	7	0	0	2/4	1	2	1/8	1/8	1.0		6	66		80
7	7	0	0	2/4	1	2	1/8	1/8	1.0		3	69		80
7	7	0	0	2/4	1	1	1/16	1/16	1.0		6	78		74
7	7	1/16	1/16	2/4	1	1	1/16	1/16	1.0		4	76		75
7	7	1/8	1/8	2/4	2	1	1/8	1/8	1.0		2	50		85
7	7	1/8	1/8	2/4	2	1	1/8	1/8	1.0		3	57		85
7	7	1/8	1/8	2/4	2	1	1/8	1/8	1.0		2	62		85
7	7	1/8	1/8	2/4	1	2	1/8	1/8	1.0		6	66		81
7	7	1/8	1/8	2/4	1	2	1/8	1/8	1.0		3	69		81
7	7	1/8	1/8	2/4	1	1	1/16	1/16	1.0		2	74		76
7	7	3/16	3/16	2/4	1	1	1/16	1/16	1.0		7	73		77
7	7	1/4	1/4	2/4	2	1	1/8	1/8	1.0		6	54		86
7	7	1/4	1/4	2/4	2	1	1/8	1/8	1.0		2	62		86
7	7	1/4	1/4	2/4	1	2	1/8	1/8	1.0		3	69		82
7	7	1/4	1/4	2/4	1	1	1/8	1/8	1.0		2	74		78
7	7	3/8	3/8	2/4	2	1	1/8	1/8	1.0		6	54		87
7	7	3/8	3/8	2/4	2	1	1/8	1/8	1.0		2	62		87
7	7	3/8	3/8	2/4	1	2	1/8	1/8	1.0		3	69		83
7	7	3/8	3/8	2/4	1	1	1/8	1/8	1.0		2	74		79
8	8	0	0	2/4	2	1	1/8	1/8	1.0		3	45		95
8	8	0	0	2/4	2	1	1/8	1/8	1.0		3	57		95
8	8	0	0	2/4	1	2	1/8	1/8	1.0		1	67		92
8	8	0	0	2/4	1	2	1/8	1/8	1.0		7	73		92
8	8	0	0	2/4	1	1	1/8	1/8	1.0		4	76		88
8	8	1/8	1/8	2/4	2	1	1/8	1/8	1.0		3	33		96
8	8	1/8	1/8	2/4	2	1	1/8	1/8	1.0		3	45		96
8	8	1/8	1/8	2/4	1	2	1/8	1/8	1.0		1	67		93
8	8	1/8	1/8	2/4	1	2	1/8	1/8	1.0		7	73		93
8	8	1/8	1/8	2/4	1	1	1/16	1/16	1.0		4	76		89
8	8	3/16	3/16	2/4	1	1	1/16	1/16	1.0		6	78		90
8	8	1/4	1/4	2/4	2	1	1/8	1/8	1.0		2	38		97
8	8	1/4	1/4	2/4	2	1	1/8	1/8	1.0		2	50		97
8	8	1/4	1/4	2/4	1	2	1/8	1/8	1.0		6	66		94
8	8	1/4	1/4	2/4	1	1	1/8	1/8	1.0		2	74		91
